
==> Starting time is t1: 1515285788, Sat Jan  6 16:43:08 PST 2018 

2018-01-06T16:43:08.046-0800	connected to: localhost
2018-01-06T22:25:44.044-0800	[#####################...] jagdb.xaa700m_row	40.4GB/44.3GB (91.0%)
2018-01-06T22:25:47.044-0800	[#####################...] jagdb.xaa700m_row	40.4GB/44.3GB (91.1%)
2018-01-06T22:25:50.044-0800	[#####################...] jagdb.xaa700m_row	40.4GB/44.3GB (91.1%)
2018-01-06T22:25:53.044-0800	[#####################...] jagdb.xaa700m_row	40.4GB/44.3GB (91.1%)
2018-01-06T22:25:56.044-0800	[#####################...] jagdb.xaa700m_row	40.4GB/44.3GB (91.1%)
2018-01-06T22:25:59.044-0800	[#####################...] jagdb.xaa700m_row	40.4GB/44.3GB (91.1%)
2018-01-06T22:26:02.044-0800	[#####################...] jagdb.xaa700m_row	40.4GB/44.3GB (91.1%)
2018-01-06T22:26:05.044-0800	[#####################...] jagdb.xaa700m_row	40.4GB/44.3GB (91.1%)
2018-01-06T22:26:08.044-0800	[#####################...] jagdb.xaa700m_row	40.4GB/44.3GB (91.2%)
2018-01-06T22:26:11.044-0800	[#####################...] jagdb.xaa700m_row	40.4GB/44.3GB (91.2%)
2018-01-06T22:26:14.044-0800	[#####################...] jagdb.xaa700m_row	40.4GB/44.3GB (91.2%)
2018-01-06T22:26:17.044-0800	[#####################...] jagdb.xaa700m_row	40.4GB/44.3GB (91.2%)
2018-01-06T22:26:20.044-0800	[#####################...] jagdb.xaa700m_row	40.4GB/44.3GB (91.2%)
2018-01-06T22:26:23.044-0800	[#####################...] jagdb.xaa700m_row	40.4GB/44.3GB (91.2%)
2018-01-06T22:26:26.044-0800	[#####################...] jagdb.xaa700m_row	40.4GB/44.3GB (91.2%)
2018-01-06T22:26:29.044-0800	[#####################...] jagdb.xaa700m_row	40.5GB/44.3GB (91.2%)
2018-01-06T22:26:32.044-0800	[#####################...] jagdb.xaa700m_row	40.5GB/44.3GB (91.3%)
2018-01-06T22:26:35.044-0800	[#####################...] jagdb.xaa700m_row	40.5GB/44.3GB (91.3%)
2018-01-06T22:26:38.044-0800	[#####################...] jagdb.xaa700m_row	40.5GB/44.3GB (91.3%)
2018-01-06T22:26:41.044-0800	[#####################...] jagdb.xaa700m_row	40.5GB/44.3GB (91.3%)
2018-01-06T22:26:44.044-0800	[#####################...] jagdb.xaa700m_row	40.5GB/44.3GB (91.3%)
2018-01-06T22:26:47.044-0800	[#####################...] jagdb.xaa700m_row	40.5GB/44.3GB (91.3%)
2018-01-06T22:26:50.044-0800	[#####################...] jagdb.xaa700m_row	40.5GB/44.3GB (91.3%)
2018-01-06T22:26:53.044-0800	[#####################...] jagdb.xaa700m_row	40.5GB/44.3GB (91.3%)
2018-01-06T22:26:56.044-0800	[#####################...] jagdb.xaa700m_row	40.5GB/44.3GB (91.4%)
2018-01-06T22:26:59.044-0800	[#####################...] jagdb.xaa700m_row	40.5GB/44.3GB (91.4%)
2018-01-06T22:27:02.044-0800	[#####################...] jagdb.xaa700m_row	40.5GB/44.3GB (91.4%)
2018-01-06T22:27:05.044-0800	[#####################...] jagdb.xaa700m_row	40.5GB/44.3GB (91.4%)
2018-01-06T22:27:08.044-0800	[#####################...] jagdb.xaa700m_row	40.5GB/44.3GB (91.4%)
2018-01-06T22:27:11.044-0800	[#####################...] jagdb.xaa700m_row	40.5GB/44.3GB (91.4%)
2018-01-06T22:27:14.044-0800	[#####################...] jagdb.xaa700m_row	40.5GB/44.3GB (91.4%)
2018-01-06T22:27:17.044-0800	[#####################...] jagdb.xaa700m_row	40.5GB/44.3GB (91.5%)
2018-01-06T22:27:20.044-0800	[#####################...] jagdb.xaa700m_row	40.5GB/44.3GB (91.5%)
2018-01-06T22:27:23.044-0800	[#####################...] jagdb.xaa700m_row	40.5GB/44.3GB (91.5%)
2018-01-06T22:27:26.044-0800	[#####################...] jagdb.xaa700m_row	40.6GB/44.3GB (91.5%)
2018-01-06T22:27:29.044-0800	[#####################...] jagdb.xaa700m_row	40.6GB/44.3GB (91.5%)
2018-01-06T22:27:32.044-0800	[#####################...] jagdb.xaa700m_row	40.6GB/44.3GB (91.5%)
2018-01-06T22:27:35.044-0800	[#####################...] jagdb.xaa700m_row	40.6GB/44.3GB (91.5%)
2018-01-06T22:27:38.044-0800	[#####################...] jagdb.xaa700m_row	40.6GB/44.3GB (91.6%)
2018-01-06T22:27:41.044-0800	[#####################...] jagdb.xaa700m_row	40.6GB/44.3GB (91.6%)
2018-01-06T22:27:44.044-0800	[#####################...] jagdb.xaa700m_row	40.6GB/44.3GB (91.6%)
2018-01-06T22:27:47.044-0800	[#####################...] jagdb.xaa700m_row	40.6GB/44.3GB (91.6%)
2018-01-06T22:27:50.044-0800	[#####################...] jagdb.xaa700m_row	40.6GB/44.3GB (91.6%)
2018-01-06T22:27:53.044-0800	[#####################...] jagdb.xaa700m_row	40.6GB/44.3GB (91.6%)
2018-01-06T22:27:56.044-0800	[#####################...] jagdb.xaa700m_row	40.6GB/44.3GB (91.6%)
2018-01-06T22:27:59.044-0800	[#####################...] jagdb.xaa700m_row	40.6GB/44.3GB (91.6%)
2018-01-06T22:28:02.044-0800	[#####################...] jagdb.xaa700m_row	40.6GB/44.3GB (91.7%)
2018-01-06T22:28:05.044-0800	[#####################...] jagdb.xaa700m_row	40.6GB/44.3GB (91.7%)
2018-01-06T22:28:08.044-0800	[######################..] jagdb.xaa700m_row	40.6GB/44.3GB (91.7%)
2018-01-06T22:28:11.044-0800	[######################..] jagdb.xaa700m_row	40.6GB/44.3GB (91.7%)
2018-01-06T22:28:14.044-0800	[######################..] jagdb.xaa700m_row	40.6GB/44.3GB (91.7%)
2018-01-06T22:28:17.044-0800	[######################..] jagdb.xaa700m_row	40.7GB/44.3GB (91.7%)
2018-01-06T22:28:20.044-0800	[######################..] jagdb.xaa700m_row	40.7GB/44.3GB (91.7%)
2018-01-06T22:28:23.044-0800	[######################..] jagdb.xaa700m_row	40.7GB/44.3GB (91.7%)
2018-01-06T22:28:26.044-0800	[######################..] jagdb.xaa700m_row	40.7GB/44.3GB (91.8%)
2018-01-06T22:28:29.044-0800	[######################..] jagdb.xaa700m_row	40.7GB/44.3GB (91.8%)
2018-01-06T22:28:32.044-0800	[######################..] jagdb.xaa700m_row	40.7GB/44.3GB (91.8%)
2018-01-06T22:28:35.044-0800	[######################..] jagdb.xaa700m_row	40.7GB/44.3GB (91.8%)
2018-01-06T22:28:38.044-0800	[######################..] jagdb.xaa700m_row	40.7GB/44.3GB (91.8%)
2018-01-06T22:28:41.044-0800	[######################..] jagdb.xaa700m_row	40.7GB/44.3GB (91.8%)
2018-01-06T22:28:44.044-0800	[######################..] jagdb.xaa700m_row	40.7GB/44.3GB (91.8%)
2018-01-06T22:28:47.044-0800	[######################..] jagdb.xaa700m_row	40.7GB/44.3GB (91.8%)
2018-01-06T22:28:50.044-0800	[######################..] jagdb.xaa700m_row	40.7GB/44.3GB (91.9%)
2018-01-06T22:28:53.044-0800	[######################..] jagdb.xaa700m_row	40.7GB/44.3GB (91.9%)
2018-01-06T22:28:56.044-0800	[######################..] jagdb.xaa700m_row	40.7GB/44.3GB (91.9%)
2018-01-06T22:28:59.044-0800	[######################..] jagdb.xaa700m_row	40.7GB/44.3GB (91.9%)
2018-01-06T22:29:02.044-0800	[######################..] jagdb.xaa700m_row	40.8GB/44.3GB (91.9%)
2018-01-06T22:29:05.044-0800	[######################..] jagdb.xaa700m_row	40.8GB/44.3GB (91.9%)
2018-01-06T22:29:08.044-0800	[######################..] jagdb.xaa700m_row	40.8GB/44.3GB (91.9%)
2018-01-06T22:29:11.044-0800	[######################..] jagdb.xaa700m_row	40.8GB/44.3GB (92.0%)
2018-01-06T22:29:14.044-0800	[######################..] jagdb.xaa700m_row	40.8GB/44.3GB (92.0%)
2018-01-06T22:29:17.044-0800	[######################..] jagdb.xaa700m_row	40.8GB/44.3GB (92.0%)
2018-01-06T22:29:20.044-0800	[######################..] jagdb.xaa700m_row	40.8GB/44.3GB (92.0%)
2018-01-06T22:29:23.044-0800	[######################..] jagdb.xaa700m_row	40.8GB/44.3GB (92.0%)
2018-01-06T22:29:26.044-0800	[######################..] jagdb.xaa700m_row	40.8GB/44.3GB (92.0%)
2018-01-06T22:29:29.044-0800	[######################..] jagdb.xaa700m_row	40.8GB/44.3GB (92.0%)
2018-01-06T22:29:32.044-0800	[######################..] jagdb.xaa700m_row	40.8GB/44.3GB (92.0%)
2018-01-06T22:29:35.044-0800	[######################..] jagdb.xaa700m_row	40.8GB/44.3GB (92.1%)
2018-01-06T22:29:38.044-0800	[######################..] jagdb.xaa700m_row	40.8GB/44.3GB (92.1%)
2018-01-06T22:29:41.044-0800	[######################..] jagdb.xaa700m_row	40.8GB/44.3GB (92.1%)
2018-01-06T22:29:44.044-0800	[######################..] jagdb.xaa700m_row	40.8GB/44.3GB (92.1%)
2018-01-06T22:29:47.044-0800	[######################..] jagdb.xaa700m_row	40.8GB/44.3GB (92.1%)
2018-01-06T22:29:50.044-0800	[######################..] jagdb.xaa700m_row	40.8GB/44.3GB (92.1%)
2018-01-06T22:29:53.044-0800	[######################..] jagdb.xaa700m_row	40.9GB/44.3GB (92.1%)
2018-01-06T22:29:56.044-0800	[######################..] jagdb.xaa700m_row	40.9GB/44.3GB (92.2%)
2018-01-06T22:29:59.044-0800	[######################..] jagdb.xaa700m_row	40.9GB/44.3GB (92.2%)
2018-01-06T22:30:02.044-0800	[######################..] jagdb.xaa700m_row	40.9GB/44.3GB (92.2%)
2018-01-06T22:30:05.044-0800	[######################..] jagdb.xaa700m_row	40.9GB/44.3GB (92.2%)
2018-01-06T22:30:08.044-0800	[######################..] jagdb.xaa700m_row	40.9GB/44.3GB (92.2%)
2018-01-06T22:30:11.044-0800	[######################..] jagdb.xaa700m_row	40.9GB/44.3GB (92.2%)
2018-01-06T22:30:14.044-0800	[######################..] jagdb.xaa700m_row	40.9GB/44.3GB (92.2%)
2018-01-06T22:30:17.044-0800	[######################..] jagdb.xaa700m_row	40.9GB/44.3GB (92.2%)
2018-01-06T22:30:20.044-0800	[######################..] jagdb.xaa700m_row	40.9GB/44.3GB (92.3%)
2018-01-06T22:30:23.044-0800	[######################..] jagdb.xaa700m_row	40.9GB/44.3GB (92.3%)
2018-01-06T22:30:26.044-0800	[######################..] jagdb.xaa700m_row	40.9GB/44.3GB (92.3%)
2018-01-06T22:30:29.044-0800	[######################..] jagdb.xaa700m_row	40.9GB/44.3GB (92.3%)
2018-01-06T22:30:32.044-0800	[######################..] jagdb.xaa700m_row	40.9GB/44.3GB (92.3%)
2018-01-06T22:30:35.044-0800	[######################..] jagdb.xaa700m_row	40.9GB/44.3GB (92.3%)
2018-01-06T22:30:38.044-0800	[######################..] jagdb.xaa700m_row	40.9GB/44.3GB (92.3%)
2018-01-06T22:30:41.044-0800	[######################..] jagdb.xaa700m_row	40.9GB/44.3GB (92.4%)
2018-01-06T22:30:44.044-0800	[######################..] jagdb.xaa700m_row	41.0GB/44.3GB (92.4%)
2018-01-06T22:30:47.044-0800	[######################..] jagdb.xaa700m_row	41.0GB/44.3GB (92.4%)
2018-01-06T22:30:50.044-0800	[######################..] jagdb.xaa700m_row	41.0GB/44.3GB (92.4%)
2018-01-06T22:30:53.044-0800	[######################..] jagdb.xaa700m_row	41.0GB/44.3GB (92.4%)
2018-01-06T22:30:56.044-0800	[######################..] jagdb.xaa700m_row	41.0GB/44.3GB (92.4%)
2018-01-06T22:30:59.044-0800	[######################..] jagdb.xaa700m_row	41.0GB/44.3GB (92.4%)
2018-01-06T22:31:02.044-0800	[######################..] jagdb.xaa700m_row	41.0GB/44.3GB (92.4%)
2018-01-06T22:31:05.044-0800	[######################..] jagdb.xaa700m_row	41.0GB/44.3GB (92.5%)
2018-01-06T22:31:08.044-0800	[######################..] jagdb.xaa700m_row	41.0GB/44.3GB (92.5%)
2018-01-06T22:31:11.044-0800	[######################..] jagdb.xaa700m_row	41.0GB/44.3GB (92.5%)
2018-01-06T22:31:14.044-0800	[######################..] jagdb.xaa700m_row	41.0GB/44.3GB (92.5%)
2018-01-06T22:31:17.044-0800	[######################..] jagdb.xaa700m_row	41.0GB/44.3GB (92.5%)
2018-01-06T22:31:20.044-0800	[######################..] jagdb.xaa700m_row	41.0GB/44.3GB (92.5%)
2018-01-06T22:31:23.044-0800	[######################..] jagdb.xaa700m_row	41.0GB/44.3GB (92.5%)
2018-01-06T22:31:26.044-0800	[######################..] jagdb.xaa700m_row	41.0GB/44.3GB (92.5%)
2018-01-06T22:31:29.044-0800	[######################..] jagdb.xaa700m_row	41.0GB/44.3GB (92.6%)
2018-01-06T22:31:32.044-0800	[######################..] jagdb.xaa700m_row	41.0GB/44.3GB (92.6%)
2018-01-06T22:31:35.044-0800	[######################..] jagdb.xaa700m_row	41.0GB/44.3GB (92.6%)
2018-01-06T22:31:38.044-0800	[######################..] jagdb.xaa700m_row	41.0GB/44.3GB (92.6%)
2018-01-06T22:31:41.044-0800	[######################..] jagdb.xaa700m_row	41.1GB/44.3GB (92.6%)
2018-01-06T22:31:44.044-0800	[######################..] jagdb.xaa700m_row	41.1GB/44.3GB (92.6%)
2018-01-06T22:31:47.044-0800	[######################..] jagdb.xaa700m_row	41.1GB/44.3GB (92.6%)
2018-01-06T22:31:50.044-0800	[######################..] jagdb.xaa700m_row	41.1GB/44.3GB (92.7%)
2018-01-06T22:31:53.044-0800	[######################..] jagdb.xaa700m_row	41.1GB/44.3GB (92.7%)
2018-01-06T22:31:56.044-0800	[######################..] jagdb.xaa700m_row	41.1GB/44.3GB (92.7%)
2018-01-06T22:31:59.044-0800	[######################..] jagdb.xaa700m_row	41.1GB/44.3GB (92.7%)
2018-01-06T22:32:02.044-0800	[######################..] jagdb.xaa700m_row	41.1GB/44.3GB (92.7%)
2018-01-06T22:32:05.044-0800	[######################..] jagdb.xaa700m_row	41.1GB/44.3GB (92.7%)
2018-01-06T22:32:08.044-0800	[######################..] jagdb.xaa700m_row	41.1GB/44.3GB (92.7%)
2018-01-06T22:32:11.044-0800	[######################..] jagdb.xaa700m_row	41.1GB/44.3GB (92.8%)
2018-01-06T22:32:14.044-0800	[######################..] jagdb.xaa700m_row	41.1GB/44.3GB (92.8%)
2018-01-06T22:32:17.044-0800	[######################..] jagdb.xaa700m_row	41.1GB/44.3GB (92.8%)
2018-01-06T22:32:20.044-0800	[######################..] jagdb.xaa700m_row	41.1GB/44.3GB (92.8%)
2018-01-06T22:32:23.044-0800	[######################..] jagdb.xaa700m_row	41.1GB/44.3GB (92.8%)
2018-01-06T22:32:26.044-0800	[######################..] jagdb.xaa700m_row	41.1GB/44.3GB (92.8%)
2018-01-06T22:32:29.044-0800	[######################..] jagdb.xaa700m_row	41.1GB/44.3GB (92.8%)
2018-01-06T22:32:32.044-0800	[######################..] jagdb.xaa700m_row	41.2GB/44.3GB (92.8%)
2018-01-06T22:32:35.044-0800	[######################..] jagdb.xaa700m_row	41.2GB/44.3GB (92.9%)
2018-01-06T22:32:38.044-0800	[######################..] jagdb.xaa700m_row	41.2GB/44.3GB (92.9%)
2018-01-06T22:32:41.044-0800	[######################..] jagdb.xaa700m_row	41.2GB/44.3GB (92.9%)
2018-01-06T22:32:44.044-0800	[######################..] jagdb.xaa700m_row	41.2GB/44.3GB (92.9%)
2018-01-06T22:32:47.044-0800	[######################..] jagdb.xaa700m_row	41.2GB/44.3GB (92.9%)
2018-01-06T22:32:50.044-0800	[######################..] jagdb.xaa700m_row	41.2GB/44.3GB (92.9%)
2018-01-06T22:32:53.044-0800	[######################..] jagdb.xaa700m_row	41.2GB/44.3GB (92.9%)
2018-01-06T22:32:56.044-0800	[######################..] jagdb.xaa700m_row	41.2GB/44.3GB (92.9%)
2018-01-06T22:32:59.044-0800	[######################..] jagdb.xaa700m_row	41.2GB/44.3GB (93.0%)
2018-01-06T22:33:02.044-0800	[######################..] jagdb.xaa700m_row	41.2GB/44.3GB (93.0%)
2018-01-06T22:33:05.044-0800	[######################..] jagdb.xaa700m_row	41.2GB/44.3GB (93.0%)
2018-01-06T22:33:08.044-0800	[######################..] jagdb.xaa700m_row	41.2GB/44.3GB (93.0%)
2018-01-06T22:33:11.044-0800	[######################..] jagdb.xaa700m_row	41.2GB/44.3GB (93.0%)
2018-01-06T22:33:14.044-0800	[######################..] jagdb.xaa700m_row	41.2GB/44.3GB (93.0%)
2018-01-06T22:33:17.044-0800	[######################..] jagdb.xaa700m_row	41.2GB/44.3GB (93.0%)
2018-01-06T22:33:20.044-0800	[######################..] jagdb.xaa700m_row	41.2GB/44.3GB (93.1%)
2018-01-06T22:33:23.044-0800	[######################..] jagdb.xaa700m_row	41.3GB/44.3GB (93.1%)
2018-01-06T22:33:26.044-0800	[######################..] jagdb.xaa700m_row	41.3GB/44.3GB (93.1%)
2018-01-06T22:33:29.044-0800	[######################..] jagdb.xaa700m_row	41.3GB/44.3GB (93.1%)
2018-01-06T22:33:32.044-0800	[######################..] jagdb.xaa700m_row	41.3GB/44.3GB (93.1%)
2018-01-06T22:33:35.044-0800	[######################..] jagdb.xaa700m_row	41.3GB/44.3GB (93.1%)
2018-01-06T22:33:38.044-0800	[######################..] jagdb.xaa700m_row	41.3GB/44.3GB (93.1%)
2018-01-06T22:33:41.044-0800	[######################..] jagdb.xaa700m_row	41.3GB/44.3GB (93.1%)
2018-01-06T22:33:44.044-0800	[######################..] jagdb.xaa700m_row	41.3GB/44.3GB (93.2%)
2018-01-06T22:33:47.044-0800	[######################..] jagdb.xaa700m_row	41.3GB/44.3GB (93.2%)
2018-01-06T22:33:50.044-0800	[######################..] jagdb.xaa700m_row	41.3GB/44.3GB (93.2%)
2018-01-06T22:33:53.044-0800	[######################..] jagdb.xaa700m_row	41.3GB/44.3GB (93.2%)
2018-01-06T22:33:56.044-0800	[######################..] jagdb.xaa700m_row	41.3GB/44.3GB (93.2%)
2018-01-06T22:33:59.044-0800	[######################..] jagdb.xaa700m_row	41.3GB/44.3GB (93.2%)
2018-01-06T22:34:02.044-0800	[######################..] jagdb.xaa700m_row	41.3GB/44.3GB (93.2%)
2018-01-06T22:34:05.044-0800	[######################..] jagdb.xaa700m_row	41.3GB/44.3GB (93.2%)
2018-01-06T22:34:08.044-0800	[######################..] jagdb.xaa700m_row	41.3GB/44.3GB (93.3%)
2018-01-06T22:34:11.044-0800	[######################..] jagdb.xaa700m_row	41.4GB/44.3GB (93.3%)
2018-01-06T22:34:14.044-0800	[######################..] jagdb.xaa700m_row	41.4GB/44.3GB (93.3%)
2018-01-06T22:34:17.044-0800	[######################..] jagdb.xaa700m_row	41.4GB/44.3GB (93.3%)
2018-01-06T22:34:20.044-0800	[######################..] jagdb.xaa700m_row	41.4GB/44.3GB (93.3%)
2018-01-06T22:34:23.044-0800	[######################..] jagdb.xaa700m_row	41.4GB/44.3GB (93.3%)
2018-01-06T22:34:26.044-0800	[######################..] jagdb.xaa700m_row	41.4GB/44.3GB (93.3%)
2018-01-06T22:34:29.044-0800	[######################..] jagdb.xaa700m_row	41.4GB/44.3GB (93.4%)
2018-01-06T22:34:32.044-0800	[######################..] jagdb.xaa700m_row	41.4GB/44.3GB (93.4%)
2018-01-06T22:34:35.044-0800	[######################..] jagdb.xaa700m_row	41.4GB/44.3GB (93.4%)
2018-01-06T22:34:38.044-0800	[######################..] jagdb.xaa700m_row	41.4GB/44.3GB (93.4%)
2018-01-06T22:34:41.044-0800	[######################..] jagdb.xaa700m_row	41.4GB/44.3GB (93.4%)
2018-01-06T22:34:44.044-0800	[######################..] jagdb.xaa700m_row	41.4GB/44.3GB (93.4%)
2018-01-06T22:34:47.044-0800	[######################..] jagdb.xaa700m_row	41.4GB/44.3GB (93.4%)
2018-01-06T22:34:50.044-0800	[######################..] jagdb.xaa700m_row	41.4GB/44.3GB (93.4%)
2018-01-06T22:34:53.044-0800	[######################..] jagdb.xaa700m_row	41.4GB/44.3GB (93.5%)
2018-01-06T22:34:56.044-0800	[######################..] jagdb.xaa700m_row	41.4GB/44.3GB (93.5%)
2018-01-06T22:34:59.044-0800	[######################..] jagdb.xaa700m_row	41.4GB/44.3GB (93.5%)
2018-01-06T22:35:02.044-0800	[######################..] jagdb.xaa700m_row	41.5GB/44.3GB (93.5%)
2018-01-06T22:35:05.044-0800	[######################..] jagdb.xaa700m_row	41.5GB/44.3GB (93.5%)
2018-01-06T22:35:08.044-0800	[######################..] jagdb.xaa700m_row	41.5GB/44.3GB (93.5%)
2018-01-06T22:35:11.044-0800	[######################..] jagdb.xaa700m_row	41.5GB/44.3GB (93.5%)
2018-01-06T22:35:14.044-0800	[######################..] jagdb.xaa700m_row	41.5GB/44.3GB (93.5%)
2018-01-06T22:35:17.044-0800	[######################..] jagdb.xaa700m_row	41.5GB/44.3GB (93.6%)
2018-01-06T22:35:20.044-0800	[######################..] jagdb.xaa700m_row	41.5GB/44.3GB (93.6%)
2018-01-06T22:35:23.044-0800	[######################..] jagdb.xaa700m_row	41.5GB/44.3GB (93.6%)
2018-01-06T22:35:26.044-0800	[######################..] jagdb.xaa700m_row	41.5GB/44.3GB (93.6%)
2018-01-06T22:35:29.044-0800	[######################..] jagdb.xaa700m_row	41.5GB/44.3GB (93.6%)
2018-01-06T22:35:32.044-0800	[######################..] jagdb.xaa700m_row	41.5GB/44.3GB (93.6%)
2018-01-06T22:35:35.044-0800	[######################..] jagdb.xaa700m_row	41.5GB/44.3GB (93.6%)
2018-01-06T22:35:38.044-0800	[######################..] jagdb.xaa700m_row	41.5GB/44.3GB (93.7%)
2018-01-06T22:35:41.044-0800	[######################..] jagdb.xaa700m_row	41.5GB/44.3GB (93.7%)
2018-01-06T22:35:44.044-0800	[######################..] jagdb.xaa700m_row	41.5GB/44.3GB (93.7%)
2018-01-06T22:35:47.044-0800	[######################..] jagdb.xaa700m_row	41.5GB/44.3GB (93.7%)
2018-01-06T22:35:50.044-0800	[######################..] jagdb.xaa700m_row	41.5GB/44.3GB (93.7%)
2018-01-06T22:35:53.044-0800	[######################..] jagdb.xaa700m_row	41.5GB/44.3GB (93.7%)
2018-01-06T22:35:56.044-0800	[######################..] jagdb.xaa700m_row	41.5GB/44.3GB (93.7%)
2018-01-06T22:35:59.044-0800	[######################..] jagdb.xaa700m_row	41.6GB/44.3GB (93.7%)
2018-01-06T22:36:02.044-0800	[######################..] jagdb.xaa700m_row	41.6GB/44.3GB (93.8%)
2018-01-06T22:36:05.044-0800	[######################..] jagdb.xaa700m_row	41.6GB/44.3GB (93.8%)
2018-01-06T22:36:08.044-0800	[######################..] jagdb.xaa700m_row	41.6GB/44.3GB (93.8%)
2018-01-06T22:36:11.044-0800	[######################..] jagdb.xaa700m_row	41.6GB/44.3GB (93.8%)
2018-01-06T22:36:14.044-0800	[######################..] jagdb.xaa700m_row	41.6GB/44.3GB (93.8%)
2018-01-06T22:36:17.044-0800	[######################..] jagdb.xaa700m_row	41.6GB/44.3GB (93.8%)
2018-01-06T22:36:20.044-0800	[######################..] jagdb.xaa700m_row	41.6GB/44.3GB (93.8%)
2018-01-06T22:36:23.044-0800	[######################..] jagdb.xaa700m_row	41.6GB/44.3GB (93.9%)
2018-01-06T22:36:26.044-0800	[######################..] jagdb.xaa700m_row	41.6GB/44.3GB (93.9%)
2018-01-06T22:36:29.044-0800	[######################..] jagdb.xaa700m_row	41.6GB/44.3GB (93.9%)
2018-01-06T22:36:32.044-0800	[######################..] jagdb.xaa700m_row	41.6GB/44.3GB (93.9%)
2018-01-06T22:36:35.044-0800	[######################..] jagdb.xaa700m_row	41.6GB/44.3GB (93.9%)
2018-01-06T22:36:38.044-0800	[######################..] jagdb.xaa700m_row	41.6GB/44.3GB (93.9%)
2018-01-06T22:36:41.044-0800	[######################..] jagdb.xaa700m_row	41.6GB/44.3GB (93.9%)
2018-01-06T22:36:44.044-0800	[######################..] jagdb.xaa700m_row	41.6GB/44.3GB (93.9%)
2018-01-06T22:36:47.044-0800	[######################..] jagdb.xaa700m_row	41.6GB/44.3GB (94.0%)
2018-01-06T22:36:50.044-0800	[######################..] jagdb.xaa700m_row	41.7GB/44.3GB (94.0%)
2018-01-06T22:36:53.044-0800	[######################..] jagdb.xaa700m_row	41.7GB/44.3GB (94.0%)
2018-01-06T22:36:56.044-0800	[######################..] jagdb.xaa700m_row	41.7GB/44.3GB (94.0%)
2018-01-06T22:36:59.044-0800	[######################..] jagdb.xaa700m_row	41.7GB/44.3GB (94.0%)
2018-01-06T22:37:02.044-0800	[######################..] jagdb.xaa700m_row	41.7GB/44.3GB (94.0%)
2018-01-06T22:37:05.044-0800	[######################..] jagdb.xaa700m_row	41.7GB/44.3GB (94.0%)
2018-01-06T22:37:08.044-0800	[######################..] jagdb.xaa700m_row	41.7GB/44.3GB (94.1%)
2018-01-06T22:37:11.044-0800	[######################..] jagdb.xaa700m_row	41.7GB/44.3GB (94.1%)
2018-01-06T22:37:14.044-0800	[######################..] jagdb.xaa700m_row	41.7GB/44.3GB (94.1%)
2018-01-06T22:37:17.044-0800	[######################..] jagdb.xaa700m_row	41.7GB/44.3GB (94.1%)
2018-01-06T22:37:20.044-0800	[######################..] jagdb.xaa700m_row	41.7GB/44.3GB (94.1%)
2018-01-06T22:37:23.044-0800	[######################..] jagdb.xaa700m_row	41.7GB/44.3GB (94.1%)
2018-01-06T22:37:26.044-0800	[######################..] jagdb.xaa700m_row	41.7GB/44.3GB (94.1%)
2018-01-06T22:37:29.044-0800	[######################..] jagdb.xaa700m_row	41.7GB/44.3GB (94.1%)
2018-01-06T22:37:32.044-0800	[######################..] jagdb.xaa700m_row	41.7GB/44.3GB (94.2%)
2018-01-06T22:37:35.044-0800	[######################..] jagdb.xaa700m_row	41.8GB/44.3GB (94.2%)
2018-01-06T22:37:38.044-0800	[######################..] jagdb.xaa700m_row	41.8GB/44.3GB (94.2%)
2018-01-06T22:37:41.044-0800	[######################..] jagdb.xaa700m_row	41.8GB/44.3GB (94.2%)
2018-01-06T22:37:44.044-0800	[######################..] jagdb.xaa700m_row	41.8GB/44.3GB (94.2%)
2018-01-06T22:37:47.044-0800	[######################..] jagdb.xaa700m_row	41.8GB/44.3GB (94.2%)
2018-01-06T22:37:50.044-0800	[######################..] jagdb.xaa700m_row	41.8GB/44.3GB (94.2%)
2018-01-06T22:37:53.044-0800	[######################..] jagdb.xaa700m_row	41.8GB/44.3GB (94.3%)
2018-01-06T22:37:56.044-0800	[######################..] jagdb.xaa700m_row	41.8GB/44.3GB (94.3%)
2018-01-06T22:37:59.044-0800	[######################..] jagdb.xaa700m_row	41.8GB/44.3GB (94.3%)
2018-01-06T22:38:02.044-0800	[######################..] jagdb.xaa700m_row	41.8GB/44.3GB (94.3%)
2018-01-06T22:38:05.044-0800	[######################..] jagdb.xaa700m_row	41.8GB/44.3GB (94.3%)
2018-01-06T22:38:08.044-0800	[######################..] jagdb.xaa700m_row	41.8GB/44.3GB (94.3%)
2018-01-06T22:38:11.044-0800	[######################..] jagdb.xaa700m_row	41.8GB/44.3GB (94.3%)
2018-01-06T22:38:14.044-0800	[######################..] jagdb.xaa700m_row	41.8GB/44.3GB (94.3%)
2018-01-06T22:38:17.044-0800	[######################..] jagdb.xaa700m_row	41.8GB/44.3GB (94.4%)
2018-01-06T22:38:20.044-0800	[######################..] jagdb.xaa700m_row	41.8GB/44.3GB (94.4%)
2018-01-06T22:38:23.044-0800	[######################..] jagdb.xaa700m_row	41.8GB/44.3GB (94.4%)
2018-01-06T22:38:26.044-0800	[######################..] jagdb.xaa700m_row	41.8GB/44.3GB (94.4%)
2018-01-06T22:38:29.044-0800	[######################..] jagdb.xaa700m_row	41.9GB/44.3GB (94.4%)
2018-01-06T22:38:32.044-0800	[######################..] jagdb.xaa700m_row	41.9GB/44.3GB (94.4%)
